№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
721,12006110,1,12006110105,6,181,180,1
722,12006110,2,12006110205,9,182,180,2
723,12006110,3,12006110305,6,182,181,1
724,12006110,4,12006110405,5,181,180,1
725,12006110,5,12006110505,3,183,181,2
726,12006110,6,12006110605,6,181,180,1
727,12006115,1,12006115105,5,182,180,2
728,12006115,2,12006115205,4,182,181,1
729,12006115,3,12006115305,5,181,180,1
730,12006115,4,12006115405,7,182,180,2
731,12006115,5,12006115505,7,181,180,1
732,12006115,6,12006115605,10,181,180,1
733,12006120,1,12006120105,3,181,180,1
734,12006120,2,12006120205,6,182,180,2
735,12006120,3,12006120305,5,181,180,1
736,12006120,4,12006120405,5,181,180,1
737,12006120,5,12006120505,7,182,180,2
738,12006120,6,12006120605,4,182,181,1
739,12006125,1,12006125105,1,181,180,1
740,12006125,2,12006125205,1,182,181,1
741,12006125,3,12006125305,2,181,180,1
742,12006125,4,12006125405,9,182,180,2
743,12006125,5,12006125505,3,181,181,0
744,12006125,6,12006125605,5,181,180,1
745,12006129,1,12006129105,8,181,180,1
746,12006129,2,12006129205,6,182,181,1
747,12006129,3,12006129305,7,182,180,2
748,12006129,4,12006129405,10,182,181,1
749,12006129,5,12006129505,6,182,181,1
750,12006129,6,12006129605,5,181,181,0
751,12006134,1,12006134105,7,181,181,0
752,12006134,2,12006134205,0,182,181,1
753,12006134,3,12006134305,2,182,181,1
754,12006134,4,12006134405,6,181,182,-1
755,12006134,5,12006134505,1,182,181,1
756,12006134,6,12006134605,10,182,180,2
757,12006139,1,12006139105,10,182,180,2
758,12006139,2,12006139205,2,182,181,1
759,12006139,3,12006139305,1,182,181,1
760,12006139,4,12006139405,10,182,180,2
761,12006139,5,12006139505,5,182,181,1
762,12006139,6,12006139605,6,182,180,2
763,12006144,1,12006144105,10,182,180,2
764,12006144,2,12006144205,8,182,180,2
766,12006144,3,12006144305,4,181,181,0
767,12006144,4,12006144405,1,181,181,0
768,12006144,5,12006144505,6,182,181,1
769,12006144,6,12006144605,5,182,180,2
770,12006149,1,12006149105,10,182,180,2
771,12006149,2,12006149205,5,182,181,1
772,12006149,3,12006149305,5,182,181,1
773,12006149,4,12006149405,10,182,181,1
774,12006149,5,12006149505,7,182,181,1
775,12006149,6,12006149605,6,182,181,1
776,12006154,1,12006154105,10,182,180,2
777,12006154,2,12006154205,7,182,181,1
778,12006154,3,12006154305,6,182,180,2
779,12006154,4,12006154405,10,182,180,2
780,12006154,5,12006154505,1,182,181,1
781,12006154,6,12006154605,4,182,181,1
782,12006159,1,12006159105,8,181,180,1
783,12006159,2,12006159205,4,182,180,2
784,12006159,3,12006159305,5,181,180,1
785,12006159,4,12006159405,5,182,180,2
786,12006159,5,12006159505,5,181,180,1
787,12006159,6,12006159605,7,181,180,1
788,12006161,1,12006161105,3,181,180,1
789,12006161,2,12006161205,8,182,180,2
790,12006161,3,12006161305,6,181,180,1
791,12006161,4,12006161405,5,182,181,1
792,12006161,5,12006161505,5,182,180,2
793,12006161,6,12006161605,3,181,180,1
794,12006162,1,12006162105,7,183,181,2
795,12006162,3,12006162305,5,182,180,2
796,12006162,4,12006162405,6,181,180,1
797,12006162,5,12006162505,4,182,180,2
798,12006162,6,12006162605,4,181,180,1
799,12006166,1,12006166105,5,181,180,1
800,12006166,3,12006166305,8,181,180,1
801,12006166,4,12006166405,4,182,180,2
802,12006166,5,12006166505,6,181,180,1
803,12006166,6,12006166605,7,181,180,1
804,12006171,1,12006171105,4,182,181,1
805,12006171,2,12006171205,6,182,180,2
806,12006171,3,12006171305,7,181,180,1
807,12006171,4,12006171405,3,182,180,2
808,12006171,5,12006171505,5,181,180,1
809,12006171,6,12006171605,8,182,180,2
810,12006175,1,12006175105,4,181,182,-1
811,12006175,2,12006175205,3,182,182,0
812,12006175,3,12006175305,4,180,180,0
813,12006175,4,12006175405,2,182,180,2
814,12006175,5,12006175505,2,180,180,0
815,12006175,6,12006175605,2,181,180,1
816,12006176,1,12006176105,4,182,182,0
817,12006176,2,12006176205,9,181,180,1
818,12006176,3,12006176305,2,180,180,0
819,12006176,4,12006176405,3,182,180,2
820,12006176,5,12006176505,2,182,181,1
821,12006176,6,12006176605,8,181,180,1
822,12006180,1,12006180105,9,182,180,2
823,12006180,2,12006180205,9,182,180,2
824,12006180,3,12006180305,1,181,181,0
825,12006180,4,12006180405,10,182,180,2
826,12006180,5,12006180505,5,182,181,1
827,12006180,6,12006180605,1,181,181,0
828,12006185,1,12006185105,2,181,181,0
829,12006185,2,12006185205,10,182,181,1
830,12006185,3,12006185305,2,181,181,0
831,12006185,4,12006185405,10,182,181,1
832,12006185,5,12006185505,10,182,181,1
833,12006185,6,12006185605,5,182,180,2
834,12006190,1,12006190105,6,182,181,1
835,12006190,2,12006190205,1,181,181,0
836,12006190,3,12006190305,7,182,181,1
837,12006190,4,12006190405,9,182,181,1
838,12006190,5,12006190505,5,182,181,1
839,12006190,6,12006190605,6,182,181,1
840,12006195,1,12006195105,10,182,180,2
841,12006195,2,12006195205,2,182,181,1
842,12006195,3,12006195305,4,182,181,1
843,12006195,4,12006195405,7,182,180,2
844,12006195,5,12006195505,4,182,181,1
845,12006195,6,12006195605,1,181,181,0
846,12006200,1,12006200105,1,182,180,2
847,12006200,2,12006200205,4,182,180,2
848,12006200,3,12006200305,10,182,179,3
849,12006200,4,12006200405,1,181,179,2
850,12006200,5,12006200505,4,181,180,1
851,12006200,6,12006200605,4,181,180,1
852,12006205,1,12006205105,5,181,179,2
853,12006205,2,12006205205,3,181,180,1
854,12006205,3,12006205305,10,182,179,3
855,12006205,4,12006205405,6,181,180,1
856,12006205,5,12006205505,6,182,180,2
857,12006205,6,12006205605,10,182,179,3
858,12006210,1,12006210105,6,181,180,1
859,12006210,2,12006210205,6,181,179,2
860,12006210,3,12006210305,5,181,180,1
861,12006210,4,12006210405,3,181,180,1
862,12006210,5,12006210505,4,181,180,1
863,12006210,6,12006210605,2,181,181,0
864,12006215,1,12006215105,7,180,180,0
865,12006215,2,12006215205,4,181,181,0
866,12006215,3,12006215305,2,182,180,2
867,12006215,4,12006215405,7,182,182,0
868,12006215,5,12006215505,7,180,180,0
869,12006215,6,12006215605,3,181,180,1
870,12006216,1,12006216105,1,182,182,0
871,12006216,2,12006216205,2,180,180,0
872,12006216,3,12006216305,10,181,180,1
874,12006216,4,12006216405,10,182,180,2
875,12006216,5,12006216505,10,181,181,0
876,12006216,6,12006216605,4,180,180,0
877,12006220,1,12006220105,10,181,180,1
878,12006220,2,12006220205,3,180,180,0
879,12006220,3,12006220305,2,180,180,0
880,12006220,4,12006220405,3,182,182,0
881,12006220,5,12006220505,5,181,180,1
882,12006220,6,12006220605,10,182,180,2
883,12006225,1,12006225105,10,182,180,2
884,12006225,2,12006225205,7,180,180,0
885,12006225,3,12006225305,1,181,180,1
886,12006225,4,12006225405,2,181,181,0
887,12006225,5,12006225505,2,182,182,0
888,12006225,6,12006225605,5,181,180,1
889,12006230,1,12006230105,3,180,180,0
890,12006230,2,12006230205,2,180,180,0
891,12006230,3,12006230305,6,182,180,2
892,12006230,4,12006230405,5,182,180,2
893,12006230,5,12006230505,1,182,181,1
894,12006230,6,12006230605,5,181,181,0
895,12006235,1,12006235105,5,181,180,1
896,12006235,2,12006235205,10,182,180,2
897,12006235,4,12006235405,6,181,180,1
898,12006235,5,12006235505,4,181,180,1
899,12006235,6,12006235605,6,181,180,1
900,12006240,1,12006240105,10,181,180,1
901,12006240,2,12006240205,6,182,180,2
902,12006240,4,12006240405,5,181,180,1
903,12006240,5,12006240505,5,182,180,2
904,12006240,6,12006240605,5,182,180,2
905,12006245,1,12006245105,9,182,180,2
906,12006245,2,12006245205,9,181,180,1
907,12006245,4,12006245405,3,181,180,1
908,12006245,5,12006245505,4,182,180,2
909,12006245,6,12006245605,5,181,180,1
910,12006250,1,12006250105,9,182,180,2
911,12006250,2,12006250205,2,182,181,1
912,12006250,4,12006250405,2,181,180,1
913,12006250,5,12006250505,1,182,181,1
914,12006250,6,12006250605,1,181,181,0
915,12006255,1,12006255105,3,182,180,2
916,12006255,2,12006255205,10,182,181,1
917,12006255,4,12006255405,2,181,180,1
918,12006255,5,12006255505,1,182,180,2
919,12006255,6,12006255605,1,181,180,1
920,12006260,1,12006260105,4,182,180,2
921,12006260,2,12006260205,9,182,180,2
922,12006260,4,12006260405,2,181,181,0
923,12006260,5,12006260505,2,181,181,0
924,12006260,6,12006260605,1,181,180,1
925,12006264,1,12006264105,4,182,181,1
926,12006264,2,12006264205,5,182,181,1
927,12006264,4,12006264405,8,182,181,1
928,12006264,5,12006264505,2,181,181,0
929,12006264,6,12006264605,1,181,181,0
930,12006265,1,12006265105,4,182,181,1
931,12006265,2,12006265205,6,182,181,1
932,12006265,4,12006265405,2,181,181,0
933,12006265,5,12006265505,7,182,181,1
934,12006265,6,12006265605,7,182,181,1
935,12006269,1,12006269105,8,182,180,2
936,12006269,2,12006269205,10,182,180,2
937,12006269,4,12006269405,4,182,181,1
938,12006269,5,12006269505,5,182,180,2
939,12006269,6,12006269605,1,181,181,0
940,12006272,1,12006272105,4,181,181,0
941,12006272,2,12006272205,1,181,181,0
942,12006272,4,12006272405,4,181,181,0
943,12006272,5,12006272505,3,181,181,0
944,12006272,6,12006272605,2,181,181,0
945,12006276,1,12006276105,7,182,180,2
946,12006276,2,12006276205,7,182,182,0
947,12006276,4,12006276405,6,182,182,0
948,12006276,5,12006276505,1,182,181,1
949,12006276,6,12006276605,4,182,182,0
950,12006280,1,12006280105,2,181,180,1
951,12006280,2,12006280205,1,182,180,2
952,12006280,4,12006280405,2,182,181,1
953,12006280,5,12006280505,5,181,181,0
954,12006280,6,12006280605,6,182,181,1
955,12006284,1,12006284105,10,181,181,0
956,12006284,2,12006284205,3,182,181,1
957,12006284,4,12006284405,3,182,181,1
958,12006284,5,12006284505,1,182,180,2
959,12006284,6,12006284605,1,181,181,0
960,12006289,1,12006289105,2,182,182,0
961,12006289,2,12006289205,3,182,181,1
962,12006289,4,12006289405,3,181,180,1
963,12006289,5,12006289505,10,182,180,2
964,12006289,6,12006289605,2,182,181,1
965,12006292,1,12006292110,3,181,180,1
966,12006292,2,12006292210,3,182,181,1
967,12006292,4,12006292410,1,182,181,1
968,12006292,5,12006292510,2,181,180,1
969,12006292,6,12006292610,2,181,180,1
970,12006293,1,12006293105,5,182,181,1
971,12006293,2,12006293205,8,181,180,1
972,12006293,3,12006293305,10,181,181,0
973,12006293,4,12006293405,5,180,179,1
974,12006293,5,12006293505,6,180,180,0
975,12006293,6,12006293605,2,181,180,1
976,12006297,1,12006297105,3,182,181,1
977,12006297,2,12006297205,3,182,181,1
978,12006297,3,12006297305,7,182,180,2
979,12006297,4,12006297405,10,182,180,2
980,12006297,5,12006297505,6,182,181,1
981,12006297,6,12006297605,2,181,181,0
982,12006302,1,12006302105,5,182,181,1
983,12006302,2,12006302205,2,181,181,0
984,12006302,3,12006302305,7,182,181,1
985,12006302,4,12006302405,4,182,181,1
986,12006302,5,12006302505,1,181,181,0
987,12006302,6,12006302605,8,182,181,1
988,12006307,1,12006307105,2,181,181,0
989,12006307,2,12006307205,2,181,181,0
990,12006307,3,12006307305,7,182,180,2
991,12006307,4,12006307405,10,182,180,2
992,12006307,5,12006307505,4,181,181,0
993,12006307,6,12006307605,2,182,181,1
994,12006312,1,12006312105,7,182,180,2
995,12006312,2,12006312205,5,182,181,1
996,12006312,3,12006312305,10,182,179,3
997,12006312,4,12006312405,1,181,181,0
998,12006312,5,12006312505,3,182,180,2
999,12006312,6,12006312605,5,181,180,1
1000,12006317,1,12006317115,6,183,180,3
1001,12006317,2,12006317215,5,182,179,3
1003,12006317,3,12006317315,9,183,180,3
1004,12006317,4,12006317415,1,183,180,3
1006,12006317,5,12006317515,4,182,180,2
1007,12006317,6,12006317615,4,181,180,1
1008,12006322,1,12006322105,7,183,180,3
1009,12006322,2,12006322205,2,183,180,3
1010,12006322,4,12006322405,2,183,181,2
1011,12006322,5,12006322505,2,182,181,1
1012,12006322,6,12006322605,3,182,180,2
1013,12006327,1,12006327105,4,181,181,0
1014,12006327,2,12006327205,1,181,180,1
1015,12006327,3,12006327305,10,181,179,2
1016,12006327,4,12006327405,8,180,180,0
1017,12006327,5,12006327505,5,181,180,1
1018,12006327,6,12006327605,2,181,181,0
1019,12006328,1,12006328105,2,181,180,1
1020,12006328,2,12006328205,1,180,180,0
1021,12006328,4,12006328405,8,180,179,1
1022,12006328,5,12006328505,1,181,181,0
1023,12006328,6,12006328605,5,181,180,1
1024,12006332,1,12006332105,6,181,181,0
1025,12006332,2,12006332205,4,181,180,1
1026,12006332,4,12006332405,4,181,181,0
1027,12006332,5,12006332505,4,182,180,2
1028,12006332,6,12006332605,6,181,180,1
1029,12006337,1,12006337105,4,182,181,1
1030,12006337,2,12006337205,4,181,180,1
1031,12006337,4,12006337405,9,182,181,1
1032,12006337,5,12006337505,1,181,181,0
1033,12006337,6,12006337605,4,181,180,1
1034,12006343,1,12006343105,8,182,182,0
1035,12006343,2,12006343205,8,183,182,1
1036,12006343,4,12006343405,2,182,182,0
1037,12006343,5,12006343505,6,182,181,1
1038,12006343,6,12006343605,1,182,182,0
1039,12006344,1,12006344105,4,182,181,1
1040,12006344,2,12006344205,2,182,181,1
1041,12006344,3,12006344305,4,182,180,2
1042,12006344,4,12006344405,4,182,182,0
1043,12006344,5,12006344505,1,182,182,0
1044,12006344,6,12006344605,2,182,182,0
1045,12006348,1,12006348105,10,182,182,0
1046,12006348,2,12006348205,9,182,180,2
1047,12006348,3,12006348305,3,182,182,0
1048,12006348,4,12006348405,7,182,182,0
1049,12006348,5,12006348505,5,182,181,1
1050,12006348,6,12006348605,5,181,181,0
1051,12006353,1,12006353105,6,181,180,1
1052,12006353,2,12006353205,4,182,181,1
1053,12006353,3,12006353305,3,181,181,0
1054,12006353,4,12006353405,6,182,180,2
1055,12006353,5,12006353505,5,181,180,1
1056,12006353,6,12006353605,1,182,180,2
1057,12006358,1,12006358105,7,182,180,2
1058,12006358,2,12006358205,4,182,180,2
1059,12006358,3,12006358305,2,181,180,1
1060,12006358,4,12006358405,6,182,180,2
1061,12006358,5,12006358505,4,181,180,1
1062,12006358,6,12006358605,1,182,181,1
1063,12006363,1,12006363105,6,182,180,2
1064,12006363,2,12006363205,2,181,180,1
1065,12006363,3,12006363305,2,182,181,1
1066,12006363,4,12006363405,6,182,181,1
1067,12006363,5,12006363505,8,181,181,0
1068,12006363,6,12006363605,2,181,180,1
1069,12006368,1,12006368105,2,182,180,2
1070,12006368,2,12006368205,5,181,180,1
1071,12006368,3,12006368305,1,183,181,2
1072,12006368,4,12006368405,3,181,180,1
1073,12006368,5,12006368505,6,182,180,2
1074,12006368,6,12006368605,7,181,180,1
1075,12006373,1,12006373105,5,182,181,1
1076,12006373,2,12006373205,4,182,181,1
1077,12006373,3,12006373305,1,181,181,0
1078,12006373,4,12006373405,3,181,181,0
1079,12006373,5,12006373505,7,182,181,1
1080,12006373,6,12006373605,2,181,181,0
1081,12006378,1,12006378105,9,182,180,2
1082,12006378,2,12006378205,5,182,181,1
1083,12006378,3,12006378305,2,181,181,0
1084,12006378,4,12006378405,2,181,181,0
1085,12006378,5,12006378505,7,182,180,2
1086,12006378,6,12006378605,1,181,181,0
1087,12006383,1,12006383105,4,182,181,1
1088,12006383,2,12006383205,10,182,180,2
1089,12006383,3,12006383305,1,181,181,0
1090,12006383,4,12006383405,10,182,180,2
1091,12006383,5,12006383505,10,182,180,2
1092,12006383,6,12006383605,2,182,181,1
1093,12006384,1,12006384105,1,181,181,0
1094,12006384,2,12006384205,1,181,181,0
1095,12006384,3,12006384305,3,182,181,1
1096,12006384,4,12006384405,6,182,180,2
1097,12006384,5,12006384505,10,182,180,2
1098,12006384,6,12006384605,2,181,181,0
1099,12006388,1,12006388105,4,182,181,1
1100,12006388,2,12006388205,7,181,180,1
1101,12006388,3,12006388305,1,181,181,0
1102,12006388,4,12006388405,7,181,181,0
1103,12006388,5,12006388505,10,181,180,1
1104,12006388,6,12006388605,2,182,181,1
1105,12006393,1,12006393105,4,181,180,1
1107,12006393,2,12006393205,5,182,181,1
1108,12006393,3,12006393305,2,181,181,0
1109,12006393,4,12006393405,1,180,180,0
1110,12006393,5,12006393505,7,181,180,1
1111,12006393,6,12006393605,1,181,180,1
1112,12006398,1,12006398105,5,181,181,0
1113,12006398,2,12006398205,8,182,181,1
1114,12006398,3,12006398305,5,182,180,2
1115,12006398,4,12006398405,5,181,180,1
1116,12006398,5,12006398505,10,181,180,1
1117,12006398,6,12006398605,2,181,181,0
1118,12006403,1,12006403105,2,181,180,1
1119,12006403,2,12006403205,5,181,181,0
1120,12006403,3,12006403305,0,181,180,1
1121,12006403,4,12006403405,0,181,180,1
1122,12006403,5,12006403505,9,181,180,1
1123,12006403,6,12006403605,9,181,180,1
1124,12006408,1,12006408115,8,181,180,1
1125,12006408,2,12006408215,8,181,181,0
1126,12006408,3,12006408315,3,181,181,0
1127,12006408,4,12006408415,4,181,179,2
1128,12006408,5,12006408515,1,181,180,1
1129,12006408,6,12006408615,2,180,180,0
1131,12006413,1,12006413115,5,180,180,0
1132,12006413,2,12006413215,5,180,179,1
1133,12006413,3,12006413315,3,181,181,0
1134,12006413,4,12006413415,2,181,180,1
1135,12006413,5,12006413515,3,180,180,0
1136,12006413,6,12006413615,6,180,179,1
1137,12006418,1,12006418115,3,181,181,0
1138,12006418,2,12006418215,6,181,181,0
1139,12006418,3,12006418315,1,181,180,1
1140,12006418,4,12006418415,5,180,180,0
1141,12006418,5,12006418515,3,180,179,1
1142,12006418,6,12006418615,6,181,181,0
1143,12006423,1,12006423115,4,181,180,1
1144,12006423,2,12006423215,9,180,180,0
1145,12006423,3,12006423315,4,180,179,1
1146,12006423,4,12006423415,3,181,181,0
1147,12006423,5,12006423515,6,180,179,1
1148,12006423,6,12006423615,2,181,180,1
1149,12006429,1,12006429105,5,182,181,1
1150,12006429,2,12006429205,3,181,181,0
1151,12006429,3,12006429305,8,182,180,2
1152,12006429,4,12006429405,3,181,181,0
1153,12006429,5,12006429505,6,182,180,2
1154,12006429,6,12006429605,2,181,181,0
1155,12006430,1,12006430105,5,182,181,1
1156,12006430,2,12006430205,2,181,181,0
1157,12006430,3,12006430305,3,181,181,0
1158,12006430,4,12006430405,8,182,181,1
1159,12006430,5,12006430505,3,181,181,0
1160,12006430,6,12006430605,1,181,181,0
1161,12006434,1,12006434105,4,182,181,1
1162,12006434,2,12006434205,7,182,181,1
1163,12006434,3,12006434305,1,181,181,0
1164,12006434,4,12006434405,10,182,180,2
1165,12006434,5,12006434505,8,182,180,2
1166,12006434,6,12006434605,2,181,181,0
1167,12006439,1,12006439105,6,182,181,1
1168,12006439,2,12006439205,6,182,181,1
1169,12006439,3,12006439305,5,182,181,1
1170,12006439,4,12006439405,1,181,181,0
1171,12006439,5,12006439505,6,182,181,1
1172,12006439,6,12006439605,4,182,181,1
1173,12006444,1,12006444105,3,183,181,2
1174,12006444,2,12006444205,4,183,180,3
1175,12006444,3,12006444305,4,182,181,1
1176,12006444,4,12006444405,5,183,180,3
1177,12006444,5,12006444505,4,183,181,2
1178,12006444,6,12006444605,3,182,180,2
1179,12006449,1,12006449105,4,182,180,2
1180,12006449,2,12006449205,7,182,181,1
1181,12006449,3,12006449305,3,183,182,1
1182,12006449,4,12006449405,7,182,180,2
1183,12006449,5,12006449505,2,180,180,0
1184,12006449,6,12006449605,4,182,181,1
1185,12006454,1,12006454105,5,183,180,3
1186,12006454,2,12006454205,10,183,181,2
1187,12006454,3,12006454305,2,180,180,0
1188,12006454,4,12006454405,6,182,180,2
1189,12006454,5,12006454505,7,183,181,2
1190,12006454,6,12006454605,6,183,180,3
1191,12006459,1,12006459105,5,181,180,1
1192,12006459,2,12006459205,10,181,181,0
1193,12006459,3,12006459305,1,180,180,0
1194,12006459,4,12006459405,10,180,180,0
1195,12006459,5,12006459505,4,180,179,1
1196,12006459,6,12006459605,5,180,179,1
1197,12006466,1,12006466105,4,180,179,1
1198,12006466,2,12006466205,3,180,180,0
1199,12006466,3,12006466305,2,180,179,1
1200,12006466,4,12006466405,2,180,180,0
1201,12006466,5,12006466505,8,181,181,0
1202,12006466,6,12006466605,4,181,180,1
1203,12006467,1,12006467105,9,181,181,0
1204,12006467,2,12006467205,3,180,180,0
1205,12006467,3,12006467305,6,181,179,2
1206,12006467,4,12006467405,8,181,179,2
1207,12006467,5,12006467505,1,180,180,0
1208,12006467,6,12006467605,3,181,180,1
1209,12006471,1,12006471105,3,180,180,0
